title,tags_x,genre,popularity,vote_count,vote_average
enola holmes,"harri bradbeer milli bobbi brown, henri cavill, sam claflin, helena bonham carter, loui partridge, burn gorman, adeel akhtar, susan wokoma, franc de la tour, fiona shaw action & adventure, children & famili movies, drama while search for her miss mother, intrepid teen enola holm use her sleuth skill to outsmart big brother sherlock and help a runaway lord.","Mystery, Crime, Adventure",27.331,4279.0,popular
the last word,"ank engelke, thorsten merten, nina gummich, johann zeiler, juri winkler, gudrun ritter, aaron hilmer, claudia geisler-bad intern tv shows, tv comedies, tv drama suddenli a widow, a woman rekindl her thirst for life by becom a eulogist while navig the existenti landscap of death, grief and love.","Comedy, Drama",16.149,297.0,average
signs,"andrzej konopka, helena sujecka, piotr trojan, michał czernecki, mariusz ostrowski, robert gulaczyk, mirosław kropielnicki, helena englert, paulina gałązka, magdalena źak crime tv shows, intern tv shows, tv drama when a young woman' murder show similar to a decade-old cold case, a new polic command must break the silenc permeat an owl mountain town.","Drama, Thriller, Science Fiction, Mystery",29.144,4434.0,average
the devil all the time,"antonio campo tom holland, bill skarsgård, riley keough, robert pattinson, mia wasikowska, jason clarke, sebastian stan, haley bennett, harri melling, eliza scanlen dramas, thriller sinist charact converg around a young man devot to protect those he love in a postwar backwood town teem with corrupt and brutality.","Crime, Drama, Thriller",33.448,2437.0,popular
the paramedic,"carl torra mario casas, déborah françois, guillermo pfening, maría rodríguez soto, celso bugallo, raúl jiménez, pol monen, alic bocchi, martín bacigalupo dramas, intern movies, thriller unabl to face hi new realiti in a wheelchair, ángel develop a deadli obsess with the woman who left him and unleash a sinist reveng plot.",Thriller,20.772,503.0,below_avg
the smurfs 2,"raja gosnel neil patrick harris, brendan gleeson, jayma mays, hank azaria, kati perry, christina ricci, jonathan winters, j.b. smoove, georg lopez, anton yelchin, fred armisen, jacob tremblay, alan cum children & famili movies, comedi evil magician gargamel continu hi quest to tap the power of the smurfs, creat a pair of hi own ""smurf-alikes"" call the naughties.","Fantasy, Family, Comedy, Animation",47.054,1801.0,not_popular
wish upon a unicorn,"steve bencich ryan kiera armstrong, summer fontana, kevin j. o'connor, tait blum, jon gries, branscomb richmond, rick overton, jonathan lajoie, chloe webb children & famili movi sister mia and emma move to their grandmother’ farm far from the citi and save a magic unicorn from local cowboy seek it power for themselves.","Adventure, Family, Fantasy",23.802,37.0,popular
family business,"jonathan cohen, gérard darmon, julia piaton, lilian rovère, olivi rosemberg, ali marhyar, lina el arabi, louis coldefy, enrico macias, valéri damidot intern tv shows, tv comedies, tv drama after learn franc is about to legal pot, a down-on-his-luck entrepreneur and hi famili race to turn their butcher shop into a marijuana café.","Crime, Action, Comedy, Drama, Thriller",15.445,172.0,not_popular
how to train your dragon 2,"dean debloi jay baruchel, cate blanchett, gerard butler, craig ferguson, america ferrera, jonah hill, christoph mintz-plasse, t.j. miller, kristen wiig, djimon hounsou, kit harington children & famili movi hiccup, toothless and a mysteri dragon rider join forc to protect the island of berk from a power-hungri warrior with a dragon armi of hi own.","Fantasy, Action, Adventure, Animation, Comedy, Family",83.95,7969.0,popular
pets united,"reinhard klooss patrick roche, natali dormer, eddi marsan, felix auer, jeff burrell, harvey friedman, marti sander, ian odle, bryan larkin children & famili movies, comedi a street-smart dog and a pamper cat join forc to lead a pack of unlik hero when their citi is seiz by it evil mayor — and hi robot army.","Animation, Family, Adventure, Comedy",56.288,148.0,not_popular
the babysitter: killer queen,"mcg judah lewis, jenna ortega, emili alyn lind, andrew bachelor, robbi amell, bella thorne, hana mae lee, ken marino, lesli bibb, chri wylde, carl mcdowel comedies, horror movi two year after cole surviv a satan blood cult, he' live anoth nightmare: high school. and the demon from hi past? still make hi life hell.","Comedy, Horror",53.304,1046.0,below_avg
cargo,"arati kadav vikrant massey, shweta tripathi, nandu madhav, konkona sen sharma, biswapati sarkar, ritwik bhaumik, prabal panjabi, hansal mehta comedies, dramas, independ movi aboard a spaceship where soul of the deceas are readi for reincarnation, a lone crew member’ rigid exist is disrupt by a spri new assistant.","Drama, Thriller, Adventure, Horror",20.534,1378.0,below_avg
the social dilemma,"jeff orlowski skyler gisondo, kara hayward, vincent kartheis documentari thi documentary-drama hybrid explor the danger human impact of social networking, with tech expert sound the alarm on their own creations.","Documentary, Drama",28.853,1162.0,popular
#alive,"cho il yoo ah-in, park shin-hy horror movies, intern movies, thriller as a grisli viru rampag a city, a lone man stay lock insid hi apartment, digit cut off from seek help and desper to find a way out.","Action, Horror, Thriller",28.395,1210.0,popular
my octopus teacher,"pippa ehrlich, jame reed children & famili movies, documentaries, intern movi a filmmak forg an unusu friendship with an octopu live in a south african kelp forest, learn as the anim share the mysteri of her world.",Documentary,24.868,584.0,popular
away,"hilari swank, josh charles, vivian wu, mark ivanir, ato essandoh, ray panthaki, talitha eliana bateman romant tv shows, tv dramas, tv sci-fi & fantasi command emma green leav behind her husband and daughter to lead an intern crew of astronaut on a peril three-year mission to mars.","Animation, Drama, Adventure, Fantasy",59.216,55.0,below_avg
i'm thinking of ending things,"charli kaufman jessi buckley, jess plemons, toni collette, david thewlis, guy boyd dramas, independ movi noth is as it seem when a woman experienc misgiv about her new boyfriend join him on a road trip to meet hi parent at their remot farm.","Drama, Mystery",13.809,1357.0,average
hotel for dogs,"thor freudenth emma roberts, jake t. austin, kyla pratt, lisa kudrow, kevin dillon, don cheadle, johnni simmons, troy gentile, eric edelstein, robinn lee, ajay naidu children & famili movies, comedi place in a foster home that doesn't allow pets, 16-year-old andi and her younger brother bruce turn an abandon hotel into a home for their dog.","Comedy, Family",16.334,718.0,not_popular
adrift,"baltasar kormákur shailen woodley, sam claflin, jeffrey thomas, elizabeth hawthorn action & adventure, dramas, romant movi a young couple’ sail adventur becom a fight to surviv when their yacht face a catastroph hurrican in thi stori base on true events.","Thriller, Romance, Adventure",25.063,2221.0,average
always be my maybe,"dan villega gerald anderson, arci muñoz, cacai bautista, ricci chan, tirso cruz iii, carlo aquino, matt evans, ahron villena, victor silayan, tj trinidad intern movies, romant movi after be unexpectedli dump by their respect lovers, a man and a woman have a chanc meet at a resort and embark on a uniqu relationship.","Romance, Comedy",17.814,1080.0,average
children of the sea,"ayumu watanab mana ashida, hiiro ishibashi, seishu uragami, win morisaki, goro inagaki, yu aoi, toru watanabe, min tanaka, sumiko fuji anim features, intern movi ruka spend her summer at the aquarium, where she’ drawn into an enigmat aquat event alongsid two mysteri boy rais in the ocean.","Animation, Fantasy, Adventure, Mystery",20.192,223.0,popular
erased,"tao tsuchiya, shinnosuk mitsushima, aoi yuki, chinatsu akasaki, yo taichi, akari kito, ayaka nanase, yukitoshi kikuchi, takahiro mizushima, minami takayama, mitsuru miyamoto anim series, intern tv shows, tv thriller satoru fujinuma can travel back in time to save others' lives. when he wake up 18 year in the past, he ha a chanc to save hi murder classmates.","Action, Thriller",16.322,573.0,not_popular
heidi,"moniqu hore, sophia morrison, peter mcallum, nicol shostak, jami croft, beth armstrong, kate fitzpatrick, penni cook, charlott hamlyn, tess meyer kids' tv a plucki young orphan sent to live with her grandfath in the mountain discov wonder and adventur around everi corner.","Adventure, Family",19.023,316.0,average
puss in boots,"chri miller antonio banderas, salma hayek, zach galifianakis, billi bob thornton, ami sedaris, constanc marie, guillermo del toro, mike mitchel children & famili movies, comedi the fabl felin head to the land of giant with friend humpti dumpti and kitti softpaw on a quest to nab it greatest treasure: the golden goose.","Animation, Adventure, Comedy, Family",44.318,2509.0,below_avg
sex drive,"sean ander josh zuckerman, amanda crew, clark duke, seth green, jame marsden, michael cudlitz, dave sheridan, alic greczyn, katrina bowden, charli mcdermott, mark l. young comedi eager to hook up with a woman he met online, 18-year-old ian embark on an epic road trip that speed straight toward troubl in thi raunchi comedy.","Comedy, Adventure, Romance",38.743,1011.0,below_avg
soldier,"abba mustan rakhe gulzar, bobbi deol, preiti zinta comedies, dramas, intern movi on the run from indian police, a mysteri man escap to australia and fall in love with the daughter of an indian crimin who live there.","Science Fiction, Action",21.023,607.0,below_avg
the boss baby: get that baby!,"dan forgione, pete jacobs, matt whitlock jp karliak, pierc gagnon, alex cazares, kevin michael richardson, flula borg, rhi darby, wendi malick, jake green children & famili movies, comedi think you'v got what it take to be the boss? thi interact special put your skill to the test and match you up with one of 16 job at babi corp.","Comedy, Family, Animation",39.015,40.0,average
the match,"francesco carnesecchi francesco pannofino, alberto di stasio, gabriel fiore, giorgio colangeli, fabrizio sabatucci, veruska rossi, giulia cragnotti, siria simeoni, lidia vitale, daniel mariani dramas, intern movies, sport movi one footbal match on a dirt pitch near rome becom a day of reckon as a young player, hi coach and their team' owner wrestl intern demons.","Drama, History",54.297,21.0,below_avg
the smurfs,"raja gosnel hank azaria, neil patrick harris, jayma mays, sofía vergara, tim gunn, jonathan winters, kati perry, alan cumming, fred armisen, georg lopez, anton yelchin, kenan thompson, jeff foxworthy, john oliver, wolfgang puck, b.j. novak, paul reuben children & famili movies, comedi when evil gargamel tri to captur them, the smurf flee their woodland home, pass through a magic portal and find themselv strand in new york.","Animation, Family, Adventure, Comedy, Fantasy",51.168,3102.0,not_popular
unknown origins,"david galán galindo javier rey, verónica echegui, bray efe, antonio resines, álex garcía, carlo areces, ernesto alterio, leonardo sbaraglia intern movies, thriller a veri chisel but somber detect must find a serial killer who leav clue that onli hi mentor' nerdi comics-lov son can decipher.","Drama, Thriller",14.107,316.0,below_avg
